Country Name,International migrant stock (% of population),"Life expectancy at birth, total (years)",GDP (constant 2015 US$),Urban population (% of total population),Access to electricity (% of population),Individuals using the Internet (% of population)
Samoa,-0.4925150164263159,0.07948875784546203,-0.23901825381841965,-1.6758727952911194,0.6046893947045421,-0.7703551337567992
Sao Tome and Principe,-0.5796132753666696,-0.575525742831576,-0.23933321626591927,0.516909812820301,-0.5523286353333101,-0.7559867632643124
Senegal,-0.547133456298482,-0.6215484099889056,-0.228510739231737,-0.5231005416160014,-0.7977592664769765,-0.8993259566128942
Serbia,-0.04988416721059993,0.4243857199932003,-0.2149468030572581,-0.10242507988818829,0.6349774573186738,0.6181568679260868
Seychelles,0.22870941202004688,0.30091027152230854,-0.23865137720611845,-0.1150872658421676,0.6386137893148215,0.2334578685789687
Sierra Leone,-0.5691240038423433,-1.8268447471633256,-0.23691399701824947,-0.7384004804889,-2.2874222585802912,-1.4335629034155368
Slovak Republic,-0.4443878296851465,0.5830531881756839,-0.1844203580784088,-0.1797243029248119,0.6386137893148215,1.046701276976817
Slovenia,0.10437856335417711,1.1069895506062157,-0.21280722285362907,-0.18434428969180452,0.6386137893148215,0.8888882325370666
Solomon Islands,-0.6344913317385207,-0.28520978297965666,-0.2387183831516346,-1.5284609952998602,-0.9941242460467751,-1.3063652557197591
Somalia,-0.6485339680754778,-2.1169119358414212,-0.23622202841033124,-0.6350496654050688,-1.138312009115356,-1.5930598195669523
South Africa,-0.27589123096882345,-0.9858737940532891,-0.024607148121488537,0.2882204678541742,0.10406494028503023,0.15202930334153444
South Sudan,-0.214500357530471,-2.028722554721022,-0.2320918236480836,-1.6785250099166154,-2.8304511485442,-1.5499188972969908
Sri Lanka,-0.6517403934595589,0.3795067934764947,-0.18675109531226974,-1.7040204924455735,0.43322581245268393,-1.2333201935416283
St. Lucia,-0.19936476112364035,0.15698097849145468,-0.23840886011657778,-1.6929410797358417,0.5307126356105621,-0.20350462967803126
St. Vincent and the Grenadines,-0.38269586883757145,0.31482628828240694,-0.23904156505243632,-0.3048489445308578,0.6256417915164011,0.06438658119189077
Suriname,-0.08334613783649619,-0.1338325237081121,-0.2363514688350575,0.3407514285010882,0.45298468670046166,-0.1664929268025429
Syrian Arab Republic,-0.34573393250316614,-0.8398451150189487,-0.22932054358891338,-0.25334464760994185,0.2682996931715419,-0.6112629814984735
Tajikistan,-0.4459037568908273,-0.319664590554199,-0.2344017492255108,-1.3410093099946663,0.5658860396544773,-0.9939576570760355
Tanzania,-0.6314207946073067,-0.8986794976281849,-0.21015961129500543,-1.1324682406512567,-2.0461079208544026,-1.306381432869789
Thailand,-0.2764878352922778,0.72654258096015,0.009230578289574506,-0.4447318771981293,0.6240681838958831,-0.28644212242891814
Timor-Leste,-0.6027344058412284,-0.5894569285656863,-0.23854076009160127,-1.2234563133678582,-0.551156475214003,-1.0071782622877978
Togo,-0.40905489261625017,-1.5523257568491928,-0.23693746463353632,-0.769585391166099,-1.3742142963022292,-1.4065797039484091
Tonga,-0.3007543842017195,-0.15783894198207085,-0.23925824665158493,-1.4893194407461743,0.6386137893148215,-0.30957311283904637
Trinidad and Tobago,-0.41729738313713394,0.32676730462593107,-0.22288386984764882,-0.2041075664172721,0.6386137893148215,0.6106063228357579
Tunisia,-0.6303893293309896,0.47466176746394717,-0.21115052204821966,0.42630673900094856,0.6349774573186738,-0.03650770813109979
Turkmenistan,-0.41816750697384486,-0.38484263809593244,-0.21733725118953715,-0.33252608747756257,0.6386137893148215,-1.1325383085874334
Tuvalu,-0.5685523714940875,-0.9721913794930017,-0.2395063233341313,0.07013998139002996,0.5664273140669667,-0.7044959850711325
Uganda,-0.5349980420640862,-1.3421141149684122,-0.2194526452987319,-1.5412942918748396,-2.325042009344205,-1.4559830181607842
Ukraine,0.0621813484596546,-0.08538282070859453,-0.18309994468269802,0.4692982825271288,0.6386137893148215,0.04645678527055754
Uruguay,-0.5234003902666943,0.6974363536228118,-0.20650492448924043,1.580832876541314,0.6280493667863009,0.5921944417203059
Uzbekistan,-0.4005079605898478,-0.1742578394544165,-0.18609692417942736,-0.3140033627543428,0.6386137893148215,-0.16523445669661402
Vanuatu,-0.583216688833391,-0.29391677406347516,-0.2390760830239862,-1.4171963139947918,-1.0993939349624893,-0.8766628966515417
Vietnam,-0.6590787603388748,0.24877754163229274,-0.09121524657073912,-1.0386996203434098,0.6321157220214859,-0.088694110733779
West Bank and Gaza,-0.29569659768185685,0.3147019026954964,-0.2308677889700035,0.7390969541884378,0.6349774573186738,0.31836136552311584
"Yemen, Rep.",-0.577942477660589,-0.7466803104220806,-0.2132182165110071,-0.9972908500614773,-0.5500875206720669,-0.8163350174779748
Zambia,-0.6111817096999738,-1.3269390733651842,-0.22635572191476383,-0.6922861681294754,-1.8668571726123198,-1.3481307124858806
Zimbabwe,-0.4921438995043667,-1.5280705674014106,-0.2271542000930213,-1.0996150014193105,-1.772311084182152,-0.8630452029082095
